time,1,2,3,4,5,6,7,8,9
297,9.685054016,8.206240986,7.554770481,6.557011972,4.413838142,2.537990797,1.489873229,0.52708616,-0.153835157
298,9.671490257,8.213416313,7.50341617,6.315136254,4.373228478,2.790763296,1.62031611,0.582495326,-0.119438411
299,9.314655831,8.10968628,7.318890437,5.907454026,3.813526454,2.386061486,1.454246185,0.534408422,-0.172616157
300,9.542824048,8.292351533,7.572924939,6.401909796,4.443334191,2.807609394,1.693599665,0.733076571,-0.002627971
301,9.434215573,8.218359585,7.552072271,6.591570184,4.907521772,2.972005112,1.426966547,0.454753005,-0.24734292
302,9.548853895,8.376397125,7.69417863,6.784104918,4.855243631,3.031416902,1.761773594,0.717067571,-0.050340606
303,9.507010908,8.332005692,7.702945934,6.798479472,4.989330705,3.16113991,1.794392739,0.804905312,0.085573275
304,9.686980091,8.348191851,7.708385344,6.697959533,4.571738343,2.391849152,1.04973545,0.194772126,-0.367677855
305,9.508605943,8.32377724,7.743495234,6.829824695,5.059470275,2.746089628,1.02584529,0.133559206,-0.377155106
306,9.594070153,8.382891535,7.695681686,6.393655412,4.740273893,3.095899115,1.425448179,0.367675154,-0.188278475
307,9.466326976,8.292728619,7.653934215,6.292681408,4.39954706,2.821682038,1.314728368,0.309698705,-0.265217664
308,9.64334681,8.334212523,7.710898736,6.403111147,4.648432319,3.04306308,1.62694625,0.545364234,-0.13130957
309,9.597082309,8.291394444,7.655716014,6.680598683,4.998249274,2.982739757,1.291677518,0.436333916,-0.142885253
310,9.602068518,8.300804716,7.693287797,6.839725665,5.311046731,3.06578907,1.136995881,0.268579455,-0.269857609
311,9.476060665,8.260809581,7.71394328,7.113383836,5.759780227,3.234383776,0.908490093,-0.013687659,-0.488363644
312,9.541096941,8.309449435,7.76122688,7.26880198,6.165820305,4.139267698,1.539131554,0.284882813,-0.368539271
313,9.554987675,8.312161365,7.720136308,7.090515141,5.625353085,3.666617762,1.794721131,0.564288723,-0.147663507
314,9.374768744,8.26223666,7.60163907,6.475246194,4.603222926,2.812627239,1.195911826,0.109544539,-0.460831701
315,9.340807,8.192353447,7.451578035,6.17754556,4.11974396,2.254633524,1.126821477,0.253924779,-0.263081608
316,9.254889886,8.254677261,7.495681286,5.756661515,3.709311854,2.244221363,1.191780411,0.516397769,0.104511333
317,9.674801702,8.398579201,7.716493468,6.039287964,3.570078607,2.155206406,1.385423556,0.887602433,0.438258348
318,9.676111298,8.304548669,7.461526564,5.592422574,3.705656317,2.36339192,1.49416228,0.880519311,0.46921425
319,10.30542382,8.40201702,7.549622136,5.763092647,3.510043735,2.347382905,1.65035456,1.029054563,0.542894792
320,10.21193165,8.311261699,7.429333377,6.067588029,4.189335962,2.575204981,1.30709659,0.53172837,0.051672633
321,10.52751586,8.571832735,7.646309909,6.172427402,4.270669283,2.832577483,1.427851052,0.629018696,0.151183352
322,10.19029952,8.316697887,7.472771876,5.962140834,4.11909002,2.465918749,1.167408423,0.567519092,0.112669583
323,10.39400883,8.497273171,7.631329752,6.570009234,4.781414792,3.336026536,1.918279139,0.867312918,0.1920328
324,10.28785824,8.485147431,7.431387665,6.071718331,4.677210477,3.641958591,2.457195164,1.325062017,0.610949219
325,10.36034443,8.548825645,7.403930026,5.431685546,3.842089953,2.833371315,1.978205325,1.213312995,0.529247501
326,10.20578803,8.540130235,7.302115029,5.035732816,3.579419459,2.591411573,1.67060687,0.938199289,0.298275093
327,9.997567518,8.452501227,7.478370437,5.420744128,3.293849041,1.959097853,1.054428374,0.52123708,-0.03536695
328,10.06424534,8.327485088,7.382465629,4.815845929,2.424863732,1.471617745,0.759462833,0.26543476,-0.166514212
329,9.821705402,8.292075993,7.653927601,5.661536822,2.588767878,1.189392121,0.656227285,0.346385683,0.003592158
330,9.512908152,8.179930862,7.649195799,5.901493228,2.172518632,0.8357335,0.464814493,0.110730508,-0.276039056
331,9.848756452,8.255318524,7.701298961,6.168016535,2.517143702,0.997903287,0.554800897,0.251329573,-0.0723651
332,10.12088977,8.321972134,7.705160502,6.557498199,3.347601212,1.15186991,0.35950706,-0.13466919,-0.481972781
333,10.05439143,8.266157229,7.583888047,6.537520717,3.19215476,0.866799955,0.21215995,-0.221445524,-0.494773582
334,10.04788549,8.30046863,7.493241559,6.483903511,3.613021973,1.061313582,0.059922833,-0.369581708,-0.620950296
335,9.699619519,8.089899216,7.410494988,6.603731514,4.065211017,1.537880116,0.371153871,-0.079354405,-0.367075778
336,9.566211134,8.084717294,7.426442462,6.281415959,3.583920121,1.511360307,0.402648366,-0.067610535,-0.366271019
337,9.700745828,8.242398563,7.553382854,6.100563644,3.868909788,2.112942806,0.795719346,0.222122606,-0.242722397
338,9.648827019,8.330919252,7.684452578,5.896614818,3.317010056,1.916307321,0.937663712,0.250907818,-0.252622879
339,9.818414055,8.415417199,7.615121464,5.664591686,3.308172237,1.814307385,0.923479075,0.278211731,-0.223584212
340,10.05871388,8.522358943,7.620804718,5.368273873,2.758860499,1.249388221,0.469442523,-0.122824851,-0.550469106
341,10.27253952,8.633725197,7.766530184,5.522182712,2.617591255,1.187608863,0.222686621,-0.429541824,-0.780037934
342,10.24239584,8.689011152,7.86311972,6.031288559,2.698889335,0.781864237,-0.105431025,-0.534191759,-0.838338576
343,10.08279864,8.593220343,7.807974771,6.716035328,3.520562484,1.07253481,0.073079855,-0.402285777,-0.751554353
344,10.18758172,8.587672797,7.767251921,6.493579063,3.114835265,1.046055676,0.289623453,-0.173468549,-0.561762224
345,9.988481794,8.43620776,7.62166894,5.955101843,2.366524827,0.747603326,0.150368556,-0.257121872,-0.621468357
346,9.750356815,8.384607444,7.590137305,5.609494443,2.022109295,0.730908978,0.189743659,-0.301566137,-0.730058798
347,9.865351072,8.463404213,7.48074758,4.603671522,1.455594894,0.496531216,-0.04089265,-0.507235498,-0.918037075
348,9.771682715,8.446583053,7.092780131,4.804528502,2.5831077,1.273263965,0.488439241,-0.17853055,-0.683960587
349,9.746414916,8.385439766,7.24823194,5.616338541,3.822739361,2.141126319,1.089810594,0.317503647,-0.382782086
350,9.768085685,8.444448318,7.528826963,6.053928231,3.637976995,1.476682781,0.55012428,-0.097078893,-0.461837214
351,9.398086504,8.264029524,7.609292836,6.555215242,4.293457698,1.793470347,0.685258507,0.153055431,-0.191675865
352,9.27278256,8.111978973,7.343093829,5.996921371,3.450345901,1.480606907,0.452660666,-0.129149409,-0.64415421
353,9.38219251,8.128481479,7.341678176,5.973848831,3.615279444,1.669280534,0.854830288,0.205208388,-0.43325905
354,9.767326778,8.206550097,7.331313237,5.611755848,2.803965561,1.390068209,0.674499078,0.024238768,-0.592112362
355,10.14292398,8.379697581,7.586930578,6.025256792,2.737826045,1.155117214,0.490729949,-0.131413619,-0.678601563
356,9.691799324,8.144012791,7.228008465,5.326416051,2.690826508,1.451069853,0.736056595,0.183554153,-0.38874623
357,9.384230004,8.068316184,7.346320267,5.157287775,2.197568665,0.998616849,0.443921537,-0.104519359,-0.655103607
358,9.28397601,8.153925543,7.535330586,5.614875964,2.500021512,1.211695529,0.561248415,0.097250792,-0.364496523
359,9.676744135,8.362182088,7.71408286,6.389282309,3.454475391,1.551779155,0.541173525,-0.073739637,-0.460758182
360,9.750932915,8.347021871,7.680712307,6.393424624,3.267755592,1.39217976,0.415400064,-0.106266411,-0.504299646
361,9.803202217,8.391953846,7.752734554,6.59714793,3.538640692,1.578510768,0.605541293,-0.100884931,-0.642258733
362,10.01409757,8.543292337,7.968720866,6.847122108,3.672506733,1.872656156,0.789724204,0.06164808,-0.436857023
363,10.05900352,8.440894086,7.749047574,5.88813312,2.712595717,1.490968187,0.685248453,-0.020078497,-0.506414876
364,9.841613929,8.279930791,7.602966198,5.869419136,3.064514346,1.202756507,0.183167688,-0.378063534,-0.701723894
365,9.782447617,8.396693695,7.690864529,5.607434386,2.882687394,1.271072589,0.261490053,-0.273511615,-0.62832858
366,9.737351044,8.383657187,7.711247451,5.074588874,2.369371462,1.066461403,0.309799454,-0.18234518,-0.537240311
367,9.459854059,8.20517381,7.602685211,6.126409198,3.399216298,1.685514562,0.554922324,-0.149861406,-0.558056238
368,9.57117156,8.207715373,7.458145431,4.507438332,2.120054806,1.110198642,0.49419194,-0.050117991,-0.496092328
369,9.346995817,8.178580652,7.494315004,4.356916241,1.79457132,0.983228865,0.426398253,-0.097125798,-0.548175957
370,9.445470045,8.272239309,7.508360147,4.451888316,2.074549132,1.152878199,0.594196523,-0.116642153,-0.737634224
371,9.41531848,8.222090901,7.576681735,5.143331074,1.975154721,0.841651993,0.280369437,-0.255044574,-0.676507828
372,9.739332459,8.383828433,7.597983587,5.18005644,2.503783845,1.365676118,0.748282728,0.15773541,-0.480726502
373,9.708066108,8.238820702,7.395152015,5.558190525,2.721301091,1.407306356,0.681401005,0.215104836,-0.213461054
374,10.10460053,8.589980974,7.636946371,5.799269058,3.202301348,1.607430591,0.683933994,0.180607824,-0.239706588
375,9.995626257,8.4531934,7.39632447,5.59514434,3.053027043,1.4920257,0.636635035,0.115206779,-0.373398585
376,10.00988001,8.56620262,7.645103762,5.591971718,2.748847361,1.335716152,0.645111551,0.139805558,-0.310838556
377,10.25787622,8.716942637,7.846906814,6.631516165,4.023754314,2.033017411,0.94824375,0.217079487,-0.394291282
378,9.82371198,8.318687985,7.430109231,5.969031982,3.649049464,1.696750032,0.6997932,-0.093799735,-0.594377252
379,9.483553243,8.065601387,7.165700349,5.179216454,2.392006184,1.165379244,0.366269256,-0.28407492,-0.657446227
380,9.815695769,8.276162551,7.24999069,5.244745952,2.45256512,1.261054563,0.535905492,-0.157641196,-0.591993825
381,9.488334313,8.167676293,7.388159547,5.565443251,2.941299038,1.469630148,0.668029307,-0.037336446,-0.521048039
382,9.649504429,8.24975245,7.408624294,5.493576466,3.141214682,2.03354806,1.381893327,0.557309464,-0.238446226
383,10.1801101,8.412591707,7.602289506,5.58429454,3.048000821,1.759457069,1.089260264,0.401391544,-0.281457228
384,10.17065297,8.494417743,7.757600837,5.869519122,2.757116344,1.416275007,0.730010769,0.09965241,-0.504144458
385,9.942205492,8.308722921,7.585706253,5.891429148,2.901305667,1.330689196,0.451883774,-0.180666014,-0.606520052
386,9.984672104,8.288629991,7.587525033,6.302472336,3.094822464,1.470972092,0.43891599,-0.146067917,-0.59498172
387,10.30474519,8.546292011,7.750160255,6.722413861,3.603022726,1.520270418,0.57949187,0.044612597,-0.392216475
388,10.56079592,8.742048394,7.763956065,6.394335565,3.055817006,1.294564058,0.430117298,-0.051794567,-0.435461227
389,10.25040825,8.464084787,7.513645785,4.847974912,2.469357469,1.305518406,0.693659795,0.098391508,-0.47045769
390,10.25014331,8.420626462,7.56459214,5.254779839,2.469767498,1.317993378,0.765741524,0.194374418,-0.353102123
391,10.20212867,8.470338839,7.733755245,6.60254028,5.074660677,3.773655504,2.688621037,1.975947455,0.91852431
392,10.17365575,8.428461984,7.631646808,6.388671852,4.819976731,3.429172778,2.446793131,1.996698682,1.158436193
393,9.898380359,8.21480985,7.452386217,6.246736712,4.771546533,3.542216943,2.576847863,1.680293806,0.664767424
394,9.906530244,8.255453611,7.548455157,6.30954361,4.815747864,3.63280371,2.59199879,1.829267911,0.640482724
395,9.762411368,8.19941126,7.561649925,6.529951379,4.960107891,3.736899327,2.710023563,1.740583952,0.363848441
396,9.764958047,8.308063367,7.695224069,6.773761829,5.1367507,3.719690654,2.648803419,1.865330945,0.359794554
397,9.814394964,8.338233824,7.669422951,6.888215774,5.523920046,3.858866497,2.488740587,1.545053322,0.304594262
398,9.915578304,8.411942249,7.71235671,6.851222521,5.123663059,2.98288378,1.519771214,0.562052523,-0.015717166
399,9.741833774,8.361202284,7.619851072,6.840391259,5.590227902,4.118657534,2.767521076,1.209747118,0.205571643
400,9.833738312,8.393646306,7.68678007,6.993104896,5.884384692,4.347587872,2.875918486,1.315568833,0.290465806
401,9.712034833,8.397427765,7.741757007,7.101943528,5.783705264,4.079468286,2.802590905,1.218858261,0.154600622
402,9.806420541,8.485217976,7.820156376,7.129478243,5.512848328,3.790049548,2.794620793,1.544093211,0.203074511
403,9.707156584,8.420730468,7.746095481,7.071550798,5.453584842,3.88402542,2.971898511,1.794412075,0.557842005
404,9.647286648,8.389719884,7.78233519,7.200031963,5.833124445,4.251827382,3.260054768,1.903389027,0.44657735
405,9.721470776,8.336160037,7.725472496,7.095681422,5.722517492,4.269938057,3.15670528,1.857890245,0.553004589
406,9.690926391,8.295711096,7.652562434,6.987305993,5.714532925,4.315492296,3.170180784,1.557455976,0.475700752
407,9.761054237,8.296506439,7.712728587,7.172758654,5.997622892,4.019896863,2.243936573,0.984156728,0.195961439
408,9.582956213,8.251813222,7.668019704,7.238234729,6.080896525,4.35259922,2.803938206,1.281489232,0.448166902
409,9.627361524,8.284362579,7.7284361,7.309677581,6.24964605,4.354328969,2.692948284,1.047109927,0.28113646
410,9.52756844,8.255724031,7.633857837,6.988732776,5.80140447,4.124876829,2.654904039,1.275793248,0.610422086
411,9.554804154,8.376541118,7.761467033,6.978646072,5.57894158,4.206074647,2.935379591,1.386037146,0.598552723
412,9.620764988,8.355696359,7.623569758,6.725777349,5.24604265,4.086656065,2.753673048,1.377764873,0.618335845
413,9.674852879,8.408649445,7.596294857,6.498937516,5.022764711,4.090323699,2.87352882,1.362959161,0.555434835
414,9.361457072,8.225844456,7.445961033,6.349870141,4.96689829,3.952692359,2.456967076,1.244448206,0.543980697
415,9.502567103,8.19062441,7.407554783,6.348942242,4.94640269,3.696165,2.279788274,1.252989228,0.525546363
416,9.558628775,8.254558014,7.502488835,6.602359716,5.096322085,3.512753449,2.046522542,1.10868164,0.441952614
417,9.482063443,8.302802143,7.573999435,6.63362838,5.131369913,3.578014539,2.116635379,1.139200848,0.497948692
418,9.684389939,8.446477062,7.706386405,6.719868679,5.038506522,3.236179799,1.769035472,0.81506015,0.377591179
419,9.677777882,8.36940815,7.622528059,6.614873187,4.822206936,2.941093935,1.49793742,0.660594677,0.288706227
420,9.788454605,8.336495958,7.603545925,6.578904207,4.849787958,3.102735993,1.943680201,1.077344738,0.578105151
421,9.767419378,8.374476797,7.702842259,6.846526896,5.124810142,3.086401954,1.685135118,0.88560062,0.523388078
422,10.01084662,8.397745573,7.628995922,6.780638592,5.080781841,3.109092144,2.058615378,1.176040761,0.684916871
423,9.585900656,8.165928419,7.495282005,6.446759256,4.427496939,2.898768232,2.178154159,1.485718826,0.717605911
424,9.778828467,8.07108447,7.43098171,6.69880589,5.072625765,3.634943188,2.590665984,1.708538544,0.973490854
425,9.507979382,8.126766844,7.357002979,6.166539542,4.384412853,3.197599788,2.473437512,1.825467904,0.873043949
426,9.39068455,8.012605066,7.406657718,6.560088038,4.554036877,2.646595292,1.72163089,0.907027003,0.04241434
427,9.529186791,8.021987542,7.389500822,6.718119637,5.019926048,2.928693661,1.699108683,0.702566635,-0.06836738
428,9.712646903,8.111854508,7.445517141,6.577866198,4.636813822,2.834275348,1.713357557,0.778809092,0.061385461
429,9.472804104,8.185264687,7.443017138,6.288592559,4.652282664,3.258345495,2.229603943,1.15886021,0.193150679
430,9.447864068,8.129014873,7.369938859,6.110207057,4.132831233,2.384226637,1.428645754,0.752036155,0.163399607
431,9.396509823,8.08506449,7.186203209,5.798001191,3.718970941,1.871715742,1.007058881,0.494528739,0.045297237
432,9.397508036,8.075708326,7.049861506,5.513100623,3.741670182,2.254079553,1.350332152,0.751740736,0.152804339
433,9.425009354,8.236161791,7.477525249,6.260039781,4.450307602,3.147640393,1.792061803,0.851490191,0.245007176
434,9.392517325,8.236120326,7.468659287,6.338510337,4.619582468,3.129525988,1.866334304,1.008860545,0.372441998
435,9.45445739,8.179066716,7.437752086,6.328891816,4.765962441,3.237739565,2.114044551,1.265003591,0.491182633
436,9.385467214,8.158131016,7.504948154,6.38148798,4.771432459,3.155911546,2.104424461,1.200172528,0.265206105
437,9.371347219,8.093329835,7.303327518,6.049628888,4.555283588,3.097482044,2.076224085,1.119995523,0.124866203
438,9.530925481,8.199043292,7.296957019,6.132851722,4.908371921,3.59724795,2.37173962,1.320997906,0.453759758
439,10.0942796,8.356088206,7.479349573,6.340312194,4.639572025,3.050478796,1.731406091,0.523088825,-0.172624543
440,10.07189718,8.343041278,7.464108957,6.386539282,4.899740259,3.280117052,1.871822512,0.530281747,-0.182681517
441,10.49760989,8.703022519,7.761373549,6.627242853,5.166395994,3.779915166,2.405585574,1.009797006,0.083464454
442,10.42639514,8.65549186,7.609586008,6.348991038,5.142614878,3.89501734,2.556388886,0.980388557,-0.033637573
443,9.935633937,8.310516924,7.212238337,5.531382627,4.269087173,3.171930755,2.139063947,0.816767605,-0.130437134
444,9.881860819,8.39624633,7.418738606,5.626036705,4.22581943,3.09710332,2.052770276,0.772920614,-0.262807748
445,9.733012233,8.320825967,7.543342219,6.025155175,4.481003726,3.260491133,2.173482549,0.903145541,-0.116903996
446,9.536350901,8.217075713,7.477040514,6.249694291,4.802781517,3.595440779,2.389437852,1.105274186,0.113717817
447,9.679935339,8.346433931,7.632707512,6.774892802,5.339350991,3.720968055,2.211584808,0.897419231,-0.042239552
448,9.696610348,8.391495718,7.635902649,6.763948917,5.439627159,3.686605374,1.893413376,0.629810786,-0.156907944
449,9.792604115,8.461170714,7.640825053,6.535118909,4.90845897,3.149041324,1.351351275,0.256074736,-0.340415116
450,9.754394384,8.410225004,7.614467871,6.551271184,4.857188691,3.142385453,1.294224871,0.097232674,-0.408867244
451,9.930353609,8.476188908,7.659411046,6.773912682,5.245348247,3.215070769,1.461984052,0.202986024,-0.430490083
452,9.656381245,8.241183518,7.402053913,6.324196053,4.756976007,2.863618207,1.357310197,0.16188835,-0.485943896
453,9.654507897,8.215680657,7.4390049,6.507203325,4.663508908,2.961002427,1.50298331,0.228738681,-0.491857012
454,9.612121837,8.205256611,7.446240429,6.5984964,4.993708415,3.220443539,1.896826735,0.555623578,-0.380399707
455,9.602978896,8.237617416,7.466180184,6.599004668,4.911136496,2.960217066,1.395864668,0.19415633,-0.502467259
456,9.714487275,8.347002039,7.468800083,6.575573551,5.157287261,3.096943059,1.218340765,-0.007172227,-0.622126952
457,9.792013105,8.302554946,7.570457287,6.722493161,5.08549218,3.0664119,1.321958367,0.162030579,-0.464703605
458,9.615579105,8.125288815,7.36772416,6.490330422,4.88097268,3.014361197,1.294959576,0.050762616,-0.55636632
459,9.490214706,8.035760377,7.358157698,6.664868392,5.432174301,3.873802192,1.919375742,0.383912949,-0.459435336
460,9.496409445,8.009468229,7.310839869,6.559125901,5.336362298,3.76961544,1.908326101,0.306467098,-0.632543594
461,9.091341647,7.868800552,7.233176994,6.586245053,5.519768677,4.080685315,2.092675391,0.322966789,-0.563384249
462,9.925507352,8.500752146,7.713499854,6.87938325,5.421047855,3.459143309,1.906462601,0.854512224,0.244065393
463,9.536947206,8.285631139,7.59183229,6.875071909,5.614578133,3.735593677,2.176600734,1.086472614,0.392734481
464,9.543456358,8.23384321,7.584974613,6.810077139,5.346710518,3.261764413,1.787716621,0.936516818,0.364098819
465,9.782928313,8.508003725,7.771347676,6.820702873,5.239697428,3.831061711,2.333029201,1.083350251,0.329288745
466,9.806619957,8.492452141,7.783314254,6.700527693,4.658864733,2.825799187,1.413294503,0.734592936,0.253544008
467,9.986962187,8.630585523,7.948795453,7.084718331,5.077344553,3.109947947,1.537596933,0.70720127,0.249331827
468,9.898671884,8.746131349,8.090541487,7.276802923,5.419550949,3.294527595,1.715152183,0.943517634,0.475303897
469,9.890752445,8.746352358,8.027519848,7.16062296,5.210136205,3.27084518,1.8002505,0.933245941,0.355268001
470,10.12960519,8.629978961,7.883256272,7.04934456,5.224956256,3.114506884,1.74788863,0.882830406,0.187655573
471,10.07984271,8.590514529,7.870768382,6.855057619,4.754136478,2.538450673,1.381791613,0.603557073,-0.000456959
472,9.830089347,8.482983358,7.807675312,6.94290672,4.826331401,2.374988744,1.154355089,0.563120779,0.068427142
473,9.944269778,8.432556784,7.74813832,6.812961305,4.973771631,3.320028809,1.973953643,1.001174817,0.333224469
474,10.06848092,8.688240353,8.008243515,7.379065842,6.010229508,3.847192775,1.884465188,0.929341086,0.18126651
475,9.832945549,8.551794611,7.916572664,7.275810067,5.70099199,3.296186629,1.693892248,0.833139734,0.086391694
476,9.677017611,8.299630444,7.69151432,6.460662854,4.005613308,2.006913384,1.070346073,0.307788245,-0.210885405
477,9.971444427,8.541391658,7.881748862,7.088644633,5.223535496,2.802741888,1.036983389,0.232966048,-0.276310687
478,9.830532486,8.369484355,7.743063292,6.690019209,4.249756051,2.169428851,0.946000866,0.056560096,-0.422143824
479,9.589436311,8.308921006,7.749677079,6.699101496,4.06955467,2.096785861,0.941602518,0.067801585,-0.408409234
480,9.54417483,8.360202202,7.82003725,6.881460368,4.466751235,2.312194201,1.016862779,0.06612213,-0.447040504
481,9.513461044,8.311864307,7.81447626,7.115992143,5.346578295,3.478192542,1.56923814,0.20265519,-0.429687132
482,9.48709598,8.312405538,7.803054708,7.217666995,5.579290531,3.641715215,1.458824175,0.027848947,-0.481382945
483,9.792638763,8.574189544,7.987406921,7.371355312,5.843005399,3.836385805,1.429465624,-0.097648639,-0.494627892
484,9.966658193,8.582333466,7.964924323,7.335150999,5.651532768,3.301467659,0.885520312,-0.195766589,-0.472144517
485,10.23646156,8.701833145,7.991691287,7.314662251,5.594476861,3.401933154,1.175773115,-0.034311835,-0.39762545
486,10.01562938,8.633208208,7.941673234,7.32854717,6.103209013,4.211526902,1.962831781,0.366740247,-0.272645105
487,10.24486272,8.721829857,7.964733328,7.322158149,6.136427986,3.951576306,1.679209002,0.503996481,-0.148004596
488,9.985518756,8.58892312,7.963411864,7.342182813,5.773941839,2.923759595,1.200119328,0.34761903,-0.185843473
489,9.455689378,8.389174016,7.801360192,7.119977842,5.61059515,3.543163184,2.09038722,0.632078123,-0.21161507
490,9.307111239,8.32170351,7.781201126,7.103834555,5.645885139,3.668230942,2.352695014,1.043878684,0.066714753
491,9.307637742,8.268110561,7.744330686,7.051666872,5.25226946,3.366577227,1.909198785,0.654507542,-0.087512157
492,9.415767773,8.347804016,7.828122362,7.21397968,5.409776662,3.168188626,1.254690282,0.191876074,-0.249435527
493,9.538811035,8.320850761,7.684276287,7.048222344,5.579396969,3.736457062,1.848414853,0.644260739,-0.016967312
494,9.630690255,8.276249211,7.63279698,7.07309307,5.64305476,3.577034808,1.708815018,0.629342158,0.003136887
495,9.556856133,8.164189638,7.598963049,6.812248839,4.558689697,2.142507666,0.775935364,0.23302061,-0.186790622
496,9.659203785,8.280130288,7.692062967,6.936780412,4.950747607,2.39910664,0.917144936,0.27529285,-0.176808894
497,9.413150848,8.231242643,7.724059799,7.077208617,5.238784374,2.683879186,0.926860642,0.184094683,-0.242779572
498,9.508313922,8.234517733,7.683418669,6.789834323,4.443856558,1.998190486,0.834295612,0.224257922,-0.133135388
499,9.626462303,8.256579092,7.666920819,6.757095099,4.72962694,2.418344662,1.123580386,0.380669029,-0.123605131
